address,powerVoting
"0x00000000000aa70247d5dd0082e93454da30fa21","0"
"0x0000000000aa77b9b6b3527a4674eb5a1278de6b","0"
"0x000010036c0190e009a000d0fc3541100a07380a","0"
"0x0016812ad22e79ca1b5f0c3c2a3365749426ef9b","98.94736842105263157895"
"0x001d8f6e37d03178241e873fc65870828d5ddc3b","698.34168445509944570482"
"0x001efcdd8b2a94afb551cb7d770b280ecb589e86","273.12424391153109299413"
"0x001fa27dc6d11f84642e5a9e205481e41767ba52","4.94736842105263157895"
"0x002d189a5f532ba62ff69805cc73b5e79b103ea5","776.73917429672486249177"
"0x002dbd14fbce6ea8261c08f9f5aa49e7ea2dad65","219.10202909730924083451"
"0x002e94f80db915dd3e93ca30bc06b562f2a67816","101.91578947368421052632"
"0x0045d3cd67a08ff7ac13ecc8c6870b8a34e228a5","146.50883309504211116065"
"0x004737ef4d9570398b57a5f8827b51e6e986ebe2","98.94736842105263157895"
"0x004ea13e5424630c5f6d8e5af31aab819a88e1b5","149.24048902054711011731"
"0x004f08e7dc8c0896f1f91ce5a742330d025b55f3","565.41028991983275590457"
"0x00590e61958bb72b0705151572d844cf5d7973ef","98.94736842105263157895"
"0x006b4b6d9cc16a182e6b0da829e7c2ed2552922f","98.94736842105263157895"
"0x00700052c0608f670705380a4900e0a8080010cc","0"
"0x00783eb176f3ae0148dd0b6d65a006f625ec3861","296.84210537189618543229"
"0x007ad63a0afd5b765d293c1de66fab979f7abc48","431.65894108867418906712"
"0x00872bdd066614bb58367d736ae5a4721f53b875","721.69690458037071290333"
"0x008758d9ec88e54ac656b20a93086e0728daa645","108.4321707995860603572"
"0x008cb9853ea5ab698df57dc76bba508c42e64b0b","98.94736842105263157895"
"0x009c93db70e882293feed501a07ec6c00a131938","98.94736842105263157895"
"0x009df7259a55278f100b2bae89f4bd2cc4e7d0d4","108.84210526315789473684"
"0x009e30e39439bce3fc44ee74353bb46657612f98","17.62530851792764020038"
"0x00acbb92ef42538f7d8f514afd0d840490d9f7e5","332.49373627426652900806"
"0x00adfffb1c591bd9860579cc82a00dbb87ae83ba","165.40357496374882833638"
"0x00b591bc2b682a0b30dd72bac9406bfa13e5d3cd","10067.06223179654084128413"
"0x00c600b30fb0400701010f4b080409018b9006e0","0"
"0x00cb1ad97290cbf192f140d616d926b251bac0c3","1148.94165363162563837482"
"0x00cf9bbe876efb54c7df949890e4e592edbca1c9","98.94736842105263157895"
"0x00db170287aaa8a93b08cda808af76d11a5f0fff","99.93684210526315789474"
"0x00db71cedeee9dc680d2c82e13a9ffdcf0874933","0"
"0x00ded1af77056e4e390126b89b4c2a0e153d611a","50.40595749080939379059"
"0x00ec13aa82e226011f8a3513d6f2028a2835efb1","98.94736842105263157895"
"0x00ed64356972814db799cfd84d8d67312e188211","98.94736842105263157895"
"0x00f982f4d1509eb7ecea74c82d163df5e3b8daab","98.94736842105263157895"
"0x0105c82e287f156c97d149c431c9b6dbf20d3979","98.94736842105263157895"
"0x012bbca7fb1118337d85fcef9c14e2fc844619f2","98.94736842105263157895"
"0x012e4b44a367996ad6659e1055a1c21a8fdfa150","98.94736842105263157895"
"0x0143bd6dbad0e781be9ef14e320561abfbe9fd26","0"
"0x0144941a655c9cea124d90d60a2805c5fb3a6cf7","98.94736842105263157895"
"0x01494eeadcd3fa72630ba5d1d91bbd0b02a2ff56","929.04740702579984229688"
"0x015adfcc3b9fc4509e8837e3227d2d60e9072767","98.94736842105263157895"
"0x0167767e7ffabd6e9fe1f958535bf296622d4b21","98.94736842105263157895"
"0x017ad7fe3f06f454efb2e18dd5c9a2d96966ee83","85.50047742870709871947"
"0x017dd2af619d2da6264710735b85e87cd78c4fe8","51.78681347980897837882"
"0x01832e13a98f2c03d3b6568b97f734a163a80b6b","672.99439591488463854444"
"0x01962b55ea914fb7f01cdb02f917e6a28fe1dc79","98.94736842105263157895"
"0x019f750e5769460c2d27c4ba19ba3e6c6afef14d","620.50047574835200558299"
"0x01a935e5abc530f4c9c1871a226019981d79b37d","132.08447492868085514333"
"0x01b1767ca4e97cb44845400b39043c6e352d31d9","243.33987084551925301396"
"0x01c51aa0ee555b8f6bb6358f9042ac6fb55c9780","0"
"0x01e0953d092b952b54fbf9edc3bf78343a774dc5","98.94736842105263157895"
"0x01e0b228df923fe9b5e9cffc864905e810dfcfaf","138.66119112260545921935"
"0x01e81db61d2461d0e286ead08855c987f7e882bd","98.94736842105263157895"
"0x01f8f82443a07fac8c99c637c358fa5f4b419041","116.38607570318446877844"
"0x0203be9742bfe685d1ea4225830bc5f7f48b6f17","1845.29154841618689336505"
"0x0206ea10c21fc07161ab95a61663f783e0d588da","184.73796239623721056691"
"0x020a8cdc44162820ce81eb1ab2217eef1670d826","0"
"0x020de69c09124e2849be08bb745b6dac8b885cd7","98.94736842105263157895"
"0x0219f20179f99bfd0f2afa50b376fa579d8b0ff4","268.17243558937470826423"
"0x0224634d81c0234805f2c30910b468f64d0e5844","98.94736842105263157895"
"0x0236ab1dc08445dcdd383db7a3f13e4b3faf6890","5470.54435362865283216392"
"0x023a7542694132ac5438179aac2f893321e084fe","33.29066184853585091166"
"0x023b483840ea602152e3649f24cf3eb365a6bd12","2310.30369053310556491251"
"0x02481d5116dfeb01963f984c9ed924daaee7d8e8","98.94736842105263157895"
"0x024dfc10522b7178e11dc15a19e536cd23b4c853","1649.25134011910132003777"
"0x0255c9d3850caca1152aeb20425c264787661692","102.90526315789473684211"
"0x025919c9cb256573e8c5ca8fb74759e5e26a1940","0"
"0x0263eeb6f23227ad8739a445560fc826b5aae2fa","98.94736842105263157895"
"0x026b98bdc3740268a2d0d4c5e5d76007faa9d13c","100.92631578947368421053"
"0x026c87e4b15482258a2b71a1b0a960ab3099d218","98.94736842105263157895"
"0x0276996fdd754ca1b043e72c760f4f2b8c034595","102.86645744917148365775"
"0x02789c0eade9166acad74c3bcafa6e18e881e460","98.94736842105263157895"
"0x02813bd137457b7a9781376af76db85d4a4b17ba","2821.57923858862720916004"
"0x02835656eea38f5b83472391f6a138d6c922b515","98.94736842105263157895"
"0x0289dbebec88e4aecbadfc6099072e79f587cab6","98.94736842105263157895"
"0x028b89a9542ce29c225d4890e4831503a533da97","5.93684210526315789474"
"0x028e032973f9d12f73f25ddedc9619146e186619","98.94736842105263157895"
"0x0298168b3fe1fb3a6c431fd77ceb3e5e66749fc4","0"
"0x02ada6421935a732bd1c5194f572a5e0882b9171","98.94736842105263157895"
"0x02b74e527f2a1e6eb48b5bee0b16ae0115eda55a","98.94736842105263157895"
"0x02bbb2ee95c2690550c8202f346fcbfba6bb7f7a","102.90526315789473684211"
"0x02c52eb62d6eb5e3b102244c4962ae861e235151","9228.8962908404920041332"
"0x02c9e7f6ce9dcf790337bde56509a6a4b8f5fa4e","98.94736842105263157895"
"0x02ca884e10a36b822c996a3339bdd21417a4d092","197.89473684210526315789"
"0x02d5b7882b19741dee97f08b0c43e5e7ef6be252","109.83157894736842105263"
"0x02ee4ef5ff0672ec3d243461cf1b87591c628e7b","98.94736842105263157895"
"0x02f8b9a2eb2942e3fba992ea9a9fca3b2338b59c","214.71578947368421052632"
"0x030d7d09fc84f0958be657a5821eadd3a6c9fc95","98.94736842105263157895"
"0x030df225e4beba45a696a442001d9a5f424d74f6","1.97894736842105263158"
"0x0342ee098eb53c017dc0688df125016754836311","9.89473684210526315789"
"0x0344131e4fc97ed1d673e16a417105da55a38ceb","98.94736842105263157895"
"0x03678485a255cfedc4afa28c5873904980410745","98.94736842105263157895"
"0x036ca12b7c08c64ecb4027da6e935c4038ebba34","114.77894736842105263158"
"0x036fb0243928b60e2016c68495bd2fe1a8f33fb2","254.22518109783476426303"
"0x03a4360185edc7705d238e176693551d7099ad40","98.94736842105263157895"
"0x03b1893ce96b49c6f638438f4ac3abe60bd8ce1d","98.94736842105263157895"
"0x03b916132d1926df54f8432951a528db007b9467","98.94736842105263157895"
"0x03bb233aea9643f5abab44bd3bc0aa83dbacba1b","2.96842105263157894737"
"0x03c49aa997d9529a84d962335beeaaa60b960a31","879.77791185007380226571"
"0x03d122aa465d4d8b2b8221be3ddd04888ba42603","98.94736842105263157895"
"0x03dc73f805a1250c5a3a66f90829fc8019e71b26","255.22039386517104824619"
"0x03e8037196896d9348ed2f53f1ffd078592ef72e","100.92631578947368421053"
"0x03f09423ccce0bf88e62cc80eb06a46099fd4d8e","98.94736842105263157895"
